Date/Time,"Steam flow 
(t/h)","Export power.
(MW)","Post combustion 
temp. C","Flue gas temp inlet 
bag filter temp. C","IDF Running 
(PV Control.) %","RGF Running 
(PV Control.) %",Sootblow,"PAF Running 
(PV Control.) %",Problem
3/02/2026 0:00 ¹.,39,6.939,953.1,198.5,99.8,87.6,0,55.8,0
4/02/2026 1:00 ¹.,42,7.523,957.9,197.7,93.6,94,0,54,0
4/02/2026 2:00 ¹.,39,6.599,952.3,195.8,94.1,90.8,0,56.6,0
4/02/2026 3:00 ¹.,40,6.958,945.1,199.7,97.6,90.9,0,57.7,0
4/02/2026 4:00 ¹.,43,7.497,961.6,203.1,99.5,91.3,0,59.1,0
4/02/2026 5:00 ¹.,40,6.906,965.8,203.1,99.4,90.4,0,58.5,0
4/02/2026 6:00 ¹.,39,6.816,971.1,200.6,99.1,88.5,0,57.8,0
4/02/2026 7:00 ¹.,40,7.041,963.1,195.3,99,88.7,0,56.4,0
4/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
4/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 2:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 3:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 4:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 5:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 6:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 7:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
5/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 2:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 3:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 4:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 5:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 6:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 7:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
6/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 2:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 3:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 4:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 5:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 6:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 7:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
7/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 2:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 3:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 4:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 5:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 6:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 7:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
8/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 2:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 3:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 4:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 5:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 6:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 7:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
9/02/2026 19:00 ¹.,41,0,1048.9,200.5,97.3,93.7,0,56.3,0
9/02/2026 20:00 ¹.,42,0,1070.7,203.7,97.6,95.5,0,58.9,0
9/02/2026 21:00 ¹.,41,0,1076.7,206.1,100.1,95.4,0,58.3,0
9/02/2026 22:00 ¹.,42,0,1099.6,199.7,98.7,94.3,0,58,0
9/02/2026 23:00 ¹.,43,0,1095.2,198.3,97.3,92.8,0,57.1,0
9/02/2026 0:00 ¹.,40,0,1046.4,197.4,95.3,90.9,0,57.2,0
10/02/2026 1:00 ¹.,42,0,1070.6,199.6,95.8,92.7,0,57.2,0
10/02/2026 2:00 ¹.,43,0,1084.5,201.2,96.7,92.3,0,57.2,0
10/02/2026 3:00 ¹.,43,0,1095.4,202.8,97.3,92.3,0,57.5,0
10/02/2026 4:00 ¹.,43,0,1123.9,203.7,100.1,92.9,0,58.7,0
10/02/2026 5:00 ¹.,42,0,1080.2,198.3,98.2,92,0,58.3,0
10/02/2026 6:00 ¹.,38,0,1008.6,197.1,95.5,90.6,0,59.2,0
10/02/2026 7:00 ¹.,38,0,1008.1,196.9,94.9,90.6,0,59.2,0
10/02/2026 8:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 9:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 10:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 11:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 12:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 13:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 14:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 15:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 17:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 18:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 19:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 20:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 21:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 22:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 23:00 ¹.,0,0,0,0,0,0,0,0,0
10/02/2026 0:00 ¹.,0,0,0,0,0,0,0,0,0
